0.000000 9.950273 9.950372 0.000010 
0.000010 9.951258 9.951357 0.000010 
0.000020 9.952243 9.952343 0.000010 
0.000030 9.953229 9.953328 0.000010 
0.000040 9.954215 9.954314 0.000010 
0.000050 9.955201 9.955300 0.000010 
0.000060 9.956187 9.956287 0.000010 
0.000070 9.957174 9.957273 0.000010 
0.000080 9.958160 9.958260 0.000010 
0.000090 9.959147 9.959247 0.000010 
0.000100 9.960134 9.960234 0.000010 
0.000110 9.961121 9.961221 0.000010 
0.000120 9.962109 9.962208 0.000010 
0.000130 9.963096 9.963196 0.000010 
0.000140 9.964084 9.964184 0.000010 
0.000150 9.965072 9.965172 0.000010 
0.000160 9.966060 9.966160 0.000010 
0.000170 9.967049 9.967148 0.000010 
0.000180 9.968037 9.968137 0.000010 
0.000190 9.969026 9.969126 0.000010 
0.000200 9.970015 9.970115 0.000010 
0.000210 9.971004 9.971104 0.000010 
0.000220 9.971994 9.972093 0.000010 
0.000230 9.972983 9.973083 0.000010 
0.000240 9.973973 9.974073 0.000010 
0.000250 9.974963 9.975063 0.000010 
0.000260 9.975953 9.976053 0.000010 
0.000270 9.976943 9.977043 0.000010 
0.000280 9.977934 9.978034 0.000010 
0.000290 9.978925 9.979024 0.000010 
0.000300 9.979916 9.980015 0.000010 
0.000310 9.980907 9.981007 0.000010 
0.000320 9.981898 9.981998 0.000010 
0.000330 9.982890 9.982989 0.000010 
0.000340 9.983881 9.983981 0.000010 
0.000350 9.984873 9.984973 0.000010 
0.000360 9.985865 9.985965 0.000010 
0.000370 9.986858 9.986957 0.000010 
0.000380 9.987850 9.987950 0.000010 
0.000390 9.988843 9.988943 0.000010 
0.000400 9.989836 9.989936 0.000010 
0.000410 9.990829 9.990929 0.000010 
0.000420 9.991822 9.991922 0.000010 
0.000430 9.992816 9.992916 0.000010 
0.000440 9.993809 9.993909 0.000010 
0.000450 9.994803 9.994903 0.000010 
0.000460 9.995797 9.995897 0.000010 
0.000470 9.996792 9.996891 0.000010 
0.000480 9.997786 9.997886 0.000010 
0.000490 9.998781 9.998881 0.000010 
0.000500 9.999776 9.999875 0.000010 
0.000510 10.000771 10.000871 0.000010 
0.000520 10.001766 10.001866 0.000010 
0.000530 10.002761 10.002861 0.000010 
0.000540 10.003757 10.003857 0.000010 
0.000550 10.004753 10.004853 0.000010 
0.000560 10.005749 10.005849 0.000010 
0.000570 10.006745 10.006845 0.000010 
0.000580 10.007742 10.007842 0.000010 
0.000590 10.008738 10.008838 0.000010 
0.000600 10.009735 10.009835 0.000010 
0.000610 10.010732 10.010832 0.000010 
0.000620 10.011729 10.011829 0.000010 
0.000630 10.012727 10.012827 0.000010 
0.000640 10.013724 10.013824 0.000010 
0.000650 10.014722 10.014822 0.000010 
0.000660 10.015720 10.015820 0.000010 
0.000670 10.016719 10.016819 0.000010 
0.000680 10.017717 10.017817 0.000010 
0.000690 10.018716 10.018816 0.000010 
0.000700 10.019714 10.019814 0.000010 
0.000710 10.020713 10.020813 0.000010 
0.000720 10.021713 10.021813 0.000010 
0.000730 10.022712 10.022812 0.000010 
0.000740 10.023712 10.023812 0.000010 
0.000750 10.024711 10.024812 0.000010 
0.000760 10.025711 10.025812 0.000010 
0.000770 10.026712 10.026812 0.000010 
0.000780 10.027712 10.027812 0.000010 
